News,target,image-path
"""Last year, 36 million Americans didn’t have a prescription filled because they couldn’t afford it.""",TRUE,Pg 8__8_a5074a2c412bccec2a54bd4e888106fd.jpg
"""If you're a black woman, you're 320% more likely to die from complications in childbirth.""",TRUE,Pg 8__9_dcb76ce460b4f4a6d8aa5fa8460acaf4.jpg
"California firefighters decided ""to speak out"" against President Trump because his tweet about the state’s wildfires ""contained so much misinformation.""",TRUE,Pg 8__12_46da0e678c59f2c7162ed3dcaeb5990c.jpg
"Says a new annual report shows that ""West Virginia’s tourism industry has grown for the second consecutive year, reversing years of decline and outpacing national growth by 58 percent.""",TRUE,Pg 8__13_be93b674212f03185e3ace810b8dc506.jpg
"A ""study showed as many as one in four people have had a package stolen from their residence.""",TRUE,Pg 8__14_0adb61f24edd936ab07ab11d7a2baa77.jpg
Says the cartels are so bad in a Mexican border state that the U.S. government issued a ‘Do Not Travel’ warning -- the same warning it issued for Syria.,TRUE,Pg 8__15_152bec2758b204fd5c56aafa7ebedcfc.jpg
"""I am the only member of Congress that voted for both inquiries -- the Clinton inquiry and now the Trump inquiry.""",TRUE,Pg 8__16_af93fd1778c5694893bb5fecd330a680.JPG
"""On average, one person dies by suicide every 22 hours in West Virginia.""",TRUE,Pg 8__18_641c35ce499172ff834e145bb5f19a45.jpg
"""90,000 Californians are unsheltered and homeless.""",TRUE,Pg 8__19_3094be67c879b5e1daa4c0038c723faa.jpg
"The impeachment inquiry hearings ""going on behind closed doors over which Congressman Schiff is presiding—they are consistent with the rules"" of the U.S. House of Representatives.",TRUE,Pg 8__20_a5ce2974c39d9d16d885258d3a54ea19.jpeg
"Americans ""say that what they want is a choice"" to join a single-payer system like Medicare rather than ending private insurance.",TRUE,Pg 8__22_9eb1e269aea5d21843c4f5c04ea7c11f.jpg
"""West Virginia Department of Education reported over 10,000 children and youth have been identified as homeless for the 2018-2019 school year.""",TRUE,Pg 8__23_bb855f2bbd1c12320b97251ee8261dba.jpg
"Millionaires are eligible for food stamps, but ""Donald Trump came along and decided to put a stop to it.""",TRUE,Pg 8__24_5a0d323670334aa775edfc120a1fce65.JPG
"""About 95 percent of America’s production of ethylene is produced on the Gulf Coast in Texas and Louisiana.""",TRUE,Pg 8__25_bbb04fc575bf4ac4cb2648130da36f5e.jpg
"Says in the 2016 presidential election, ""I won that one by 42 points -- 42 points -- West Virginia.""",TRUE,Pg 8__28_fc441ed73094b824c02a1c13510e40f6.jpg
"""More than half of death row prisoners are people of color.""",TRUE,Pg 8__29_947d33ab0105d4c00725c2d663cf53b0.jpg
"Says people convicted of felonies or under restraining orders ""can buy a firearm without going through a background check.""",TRUE,Pg 9__1_6ac650b38be1ea2a118334748dea0dd3.jpg
"""One unnamed donor gave $17 million to the Leo-affiliated Judicial Crisis Network to block the nomination of Judge Merrick Garland and to support Gorsuch; then a donor — perhaps the same one — gave another $17 million to prop up Kavanaugh.""",TRUE,Pg 9__2_15edbc29a286be6ec4e6f5cc2fc67467.jpg
"Thirty-four of the 47 men depicted in the famous ""Declaration of Independence"" painting were slaveholders.",TRUE,Pg 9__3_2b545ad8cfd95d524cd00bc87b3a337c.jpeg
"""There are 390 million guns out on the streets of a country of 329 million people.""",TRUE,Pg 9__4_61ea986453ae26d6c6a9dcccf0901623.jpg
"""The last time people (created a Hollywood blacklist), people ended up killing themselves … They were accused, and they lost their right to work.""",TRUE,Pg 9__6_b5ebeb9c82b2fd6de31bf4ab86d3d468.jpg
"""The law says that mental health must be treated the same as physical health,"" but coverage by health insurers is unequal.",TRUE,Pg 9__8_e4927ab5fe1fd54777cf71aeb5c46e4b.JPG
"""More Americans are uninsured today than when (President Donald) Trump took office.""",TRUE,Pg 9__10_7f2d60d0fde2706fba9617e94284a2e7.JPG
"Says of El Paso that some years, ""in a city of almost 700,000, we had five murders the entire year. Our average over the last 10 years is 18 (murders per year). We exceeded that average just on one day"" after a gunman opened fire at a Walmart in the city.",TRUE,Pg 9__11_bfcb60699e5a0130f4648c502f0e5d49.jpg
"Since 2014, there has been a 25% reduction in crime in communities at the Texas-Mexico border.",TRUE,Pg 9__13_53ffc67e2c4fb3fe187a99c7d579f84f.jpg
"Rep. Ilhan Omar ""voted yes"" to ""provide further funding for the 9/11 First Responders Victims Fund"" while Sen. Rand Paul ""voted no.""",TRUE,Pg 9__14_38c0804dfd371682f607e7ec85dc1eaf.jpg
"""The wealthiest three families now own more wealth than the bottom half of the country.""",TRUE,Pg 9__18_4472b0f0ff13d5953b236a4afed07a75.jpg
"""The typical black family in this country has one-tenth the wealth of the typical white family.""",TRUE,Pg 9__19_dc7bf3ca4226c4d43e51b6a7ccfbb2d6.jpg
"""Wisconsin is a Top 10 state for health care coverage.""",TRUE,Pg 9__20_28b5441dbc3cb5f29705881ec0be0ce0.jpg
"In 2018, when he ran for senator, ""young voter turnout in early voting was up 500%. We won more votes than any Democrat has in the history of the state of Texas.""",TRUE,Pg 9__21_84104ebd3b0b39ec4f87f94712b2263f.jpg
"""The United States is the ONLY industrialized country without universal healthcare.""",TRUE,Pg 9__22_87a72dfbcd1bfc1e12fdd0be44d4be79.JPG
"""Just the last three weeks, on average about 23,000 women, children, men are coming over across the border illegally as family units or as unaccompanied children.""",TRUE,Pg 9__23_0367db16858ae5c18b8db4b8ff9c5312.jpg
"""Most research shows that (UW salaries) are a little behind, and (in) some areas we're behind more than others.""",TRUE,Pg 9__24_36191109e24855851f9a353fd4f8c1fc.JPG
"Says immigrant military service members applying for U.S. citizenship ""are getting rejected at higher numbers than those who are not veterans.""",TRUE,Pg 9__26_10fe350de7ca8b9c5b04279ea60f17bb.jpg
"""We saw the prison population expand and vacancy rates for correctional officers go from 2.9% to 15.2%"" over the last eight years.",TRUE,Pg 9__27_947d33ab0105d4c00725c2d663cf53b0.jpg
"""We beat the NRA with tough, tough gun laws"" in Colorado.",TRUE,Pg 9__28_e2f629e7862c6f71801cd5e763b5f61e.jpg
"""I actually in 2005 ran on Medicare for all.""",TRUE,Pg 9__30_004ea449a88c8cbe4dca02a2b5c6bcd3.jpg
"""We’ve had a 30% increase in suicides in this country in just 15 years.""",TRUE,Pg 10__1_6fd3ebd5693614586fc7f2aafd5fedf8.jpg
"""Texas actually leads in the number of (Confederate) monuments removed.""",TRUE,Pg 10__3_fc97dd011d9276a5e94e1dc02d6e716a.jpg
"""I’m one of the first guys to introduce a climate change bill, way, way back in ‘87.""",TRUE,Pg 10__5_2517fab848898c47b5659f9a7028a7ac.jpg
"""99.4% of businesses in Wisconsin are small businesses,"" and they employ ""nearly half of our workforce.""",TRUE,Pg 10__6_709f060b901f9f2d598412966fabda70.jpg
"""The unemployment rate for Wisconsin workers has reached historic lows. It’s never been this low before, ever, ever, ever.""",TRUE,Pg 10__8_20e7601f9e1c980d57998be9ac54817a.jpg
"""The enumeration clause speaks to the count of every individual, and not just Americans, not just citizens.""",TRUE,Pg 10__10_02fcca3bd66ddc507f122c1ca8be27fd.jpg
"Says 74% of people in Texas are ""crammed into 4% of the land.""",TRUE,Pg 10__12_87864c2ebdbd8f50db1222cb73a6f072.jpg
"Says ""5 out of 10"" GOP candidates don’t live in North Carolina’s 9th Congressional District.",TRUE,Pg 10__14_36b4609785c81c28babfdd3ff94cbdc0.jpg
"""In my own state of Vermont, from the very first days of our state's history, what our Constitution says is that everybody can vote. That is true. So people in jail can vote.""",TRUE,Pg 10__15_36d513fe26e3904954e3190295ec68dd.jpg
"""I was the only member of the Senate – Republican or Democrat – who has consistently voted against efforts to use the so called ‘nuclear option’ to change the rules of the Senate.""",TRUE,Pg 10__16_cfafd25facff6c7781b55adaab6ca80b.jpg
"""West Virginia’s exports increased for the second year in a row in 2018, reaching $8.1 billion. Additionally, West Virginia’s export growth rate was 14.2%, nearly double the national average of 7.6%.""",TRUE,Pg 10__17_24c3a409b3ba4d677ae351e286293b72.jpg
"""Our state has fewer science, technology, engineering and math graduates than any neighboring state.""",TRUE,Pg 10__18_02b5a7540fea919d3717aa4c5c0f0ceb.jpg
"""Since 2011, we have documentation of 1,671 dead bodies we have recovered in Texas, many in Brooks County.""",TRUE,Pg 10__19_2d37b7ee4b4a833a706ccd4ea9ffa4e2.jpg
"""The 2008 election was the first election in which voters of color comprised over 25 percent of the electorate, and that number is going up.""",TRUE,Pg 10__20_074fed46c9582bbea2e3b74af64e632e.jpg
"""Currently, 23 percent of our military's infrastructure is graded as 'poor' while 9 percent is 'failing.'""",TRUE,Pg 10__21_d908ea96b6c578b3ae5b6d156471ef69.jpg
"""In New York State, Democrats blocked a Bill expanding College Tuition for Gold Star families after approving aid for illegal immigrants.""",TRUE,Pg 10__22_3adff3245ae18e5484ee7666e1da83e2.jpg
"""There have been zero reported instances of any child born alive after an abortion in Texas.""",TRUE,Pg 10__23_39f137a78c03d92f03f7c56a39b990cd.JPG
"The Affordable Care Act ""provided over 200,000 West Virginians with health care coverage.""",TRUE,Pg 10__24_b42ff908eec8ed2b4b41294a6c45ce6d.jpg
"""Wisconsin (has) the highest infant mortality rate for black babies nationwide.""",TRUE,Pg 10__25_17088b81da6b166ec8c6456eee3b42e9.JPG
"""Like every budget passed by the Senate since I have been lieutenant governor, Senate Bill 1 is within the spending limit set by the Texas Constitution.""",TRUE,Pg 10__26_ea062cd0a01a4b294c2b60b69a9637f4.JPG
"Says all North Carolina teachers do not currently get a ""duty free lunch break.""",TRUE,Pg 10__27_9198b05fe1dc1e70a39a284e29144dba.jpg
"""About 80 percent of (the manufacturing and agriculture) tax credit goes to claimants who are making $1 million or more.""",TRUE,Pg 10__29_335241c51304d142acbf13e0e4a05476.JPG
"""Right now, 1 in 4 Texas women of reproductive age are uninsured, totaling 1.5 million Texas women.""",TRUE,Pg 10__30_d986f8a517439f15a78e0b566466c57f.JPG
"For Cabinet posts, ""I have the best voting record against Trump nominees of anyone else running for president""",TRUE,Pg 11__1_004ea449a88c8cbe4dca02a2b5c6bcd3.jpg
"Says an ICE detainer request ""is not a valid warrant.""",TRUE,Pg 11__2_e10c77b76052b865a678afd3aaaa5530.jpg
"29 states still don’t have ""comprehensive protections"" for people in the LGBTQ community.",TRUE,Pg 11__3_c1ef5fe3e73ae7199344f790868835a7.JPG
"""Over the last eight years, we’ve shown that even though we’ve cut taxes by $8 billion, revenues continue to grow.""",TRUE,Pg 11__6_2fc088b5e4dd3467db5d2a0702e727da.jpg
"California has ""the largest death row in the Western Hemisphere, the largest death row in the United States of America — two times the size of the next largest state: Florida.""",TRUE,Pg 11__7_f33ec27f0669ce8be17b4a7a3c68dc8b.jpg
"The Boeing 737 Max 8, the type of plane that crashed in Ethiopia, continues to fly in the United States, despite the FAA saying ""software updates are likely coming.""",TRUE,Pg 11__8_351013326aef49513fd737ec22b24bb8.jpg
"""Since 2011, the gap in high school graduation rates between African-American students and all students has been cut in half, from 6.4 percent to 3.1 percent.""",TRUE,Pg 11__9_221bd17b07b0cdf065ad824de281a8f7.jpg
"West Virginia has ""the nation’s lowest workforce participation rate, which hovers around 50 percent, when the national average is about 63 percent.""",TRUE,Pg 11__12_b3f31b466929c88e11b89ed47e282769.jpg
"""More than a million Californians"" do not have ""clean water to bathe in or drink.""",TRUE,Pg 11__13_2f9046d59aad80f9891c05b87791b415.jpg
"A bill passed by GOP legislators ""makes it harder to prosecute people and groups that violate campaign finance laws.""",TRUE,Pg 11__17_2da5bcf7d6d0b34491c90e038648e4f0.jpg
"""The facts are, the majority of opioids and all kinds of other things that are connected to the opioids are coming through the point of entry.""",TRUE,Pg 11__18_8123ec55509f52a3fbedc784fcc0f564.jpg
"New York has passed ""the best paid family leave"" program in the United States of America.",TRUE,Pg 11__19_5163bc4bd69c6e7f81eec074aa3caa9b.jpg
"The poverty rate in West Virginia ""was 19.1 percent, the fourth-highest in the country.""",TRUE,Pg 11__22_aa132e5597e595f25b1b6d0e1d6f15de.jpg
"""There is nothing that we have done on Amazon that we have not done with hundreds of other projects.""",TRUE,Pg 11__23_6d3a108cbdde60f888e5d5d2187000e6.jpg
"""In 2017, West Virginia’s $43,469 median household income was $16,867 below the national average, ranking 50th.""",TRUE,Pg 11__24_fc183bd552b7a986c6f2431abdfa77b9.jpg
"At General Motors, CEO Mary Barra ""took home almost 22 MILLION DOLLARS last year alone (295x your company's average employee).""",TRUE,Pg 11__26_34e4c096922d1d980a74bc9f2c16649f.jpg
"The United States ""spends more on potato chips than we do on ALL energy R&D.""",TRUE,Pg 11__27_9084cdb99406ffe0873489605fb24212.jpg
"""Middle-class income rose to a record level in 2017 as the strong economy lifted the fortunes of more Americans.""",TRUE,Pg 11__30_ca131979023e13f8cc85c63fbcdc9670.jpg
"""We have lost more lives in the last two years"" due to opioids ""than all of the lives lost during the Vietnam War.""",TRUE,Pg 12__1_74fc11777f9da1249fe67f90630e7a83.jpg
"Says Joe Manchin ""refused to commit to Kavanaugh until AFTER the Senate had the votes.""",TRUE,Pg 12__2_f609fa42dac98be65b170e1b826ea410.jpg
"""Do you know that New York State pays out way more than they ever get back?""",TRUE,Pg 12__4_870ea2b9c07a01758154ab718b43f2f8.jpg
"""West Virginia added the highest percentage of new construction jobs in 2017 in the United States, at 14.4%. This amounted to 4,300 additional jobs! In fact, #WV was the only state with double-digit growth!""",TRUE,Pg 12__5_9d4ca5ab9578a7d7d48216946f4519c4.jpg
"""Household income among Hispanic Americans has just set a new record high.""",TRUE,Pg 12__6_f6dc19ea673f8640c27bd99726e9ab47.jpg
"West Virginia ""has the highest overdose rate per capita of any state in our nation.""",TRUE,Pg 12__7_9d87062a8611d8a02fb9bbdd80b36b39.jpg
"""Matt Rosendale supports plans that don’t have to cover (pre-existing conditions).""",TRUE,Pg 12__8_389e07495d353d4b97055b6bc44a0b03.jpg
"On spending growth under Gov. Andrew Cuomo: ""Despite the fact that you continue to suggest that you’ve been able to hold the two percent, you haven’t.""",TRUE,Pg 12__9_dcbb3eef098d7fbaa5b67d7455a4be60.jpg
"""Thousands of folks are opening West Virginia E-ZPass accounts.""",TRUE,Pg 12__11_0df5bedb0afe73c4803b9fb95a81c440.jpg
"""Black lung cases are at a 25-year high.""",TRUE,Pg 12__12_a1218d509108dc5bd60eee84f92646b4.jpg
"""The poverty rates for African Americans and Hispanic Americans -- it’s been incredible, they’ve all reached their lowest levels in the history of our country.""",TRUE,Pg 12__13_f9b2e3dccfbe5f77c987991d464ee03a.jpg
"""Mark Harris has said he would abolish the Department of Education.""",TRUE,Pg 12__15_8f634f8785b2ebafc62314c48fe932c0.jpg
"""He even supports putting a female inmate in shackles during childbirth.""",TRUE,Pg 12__16_dcbb3eef098d7fbaa5b67d7455a4be60.jpg
"""Leah Vukmir OPPOSES Buy American legislation.""",TRUE,Pg 12__18_023f5bdf305407e21b569741525a1f90.JPG
"In West Virginia, ""personal income tax collections (were) up 14% from 2017.""",TRUE,Pg 12__19_049df027b712265e2bdcdff45070a81f.jpg
Most of Kathy Manning’s donors are from out-of-state.,TRUE,Pg 12__21_e01efdd51b1a00b7620f5ff3f89d50e3.jpg
"""I think I received more votes in the Democratic primary than any governor in history.""",TRUE,Pg 12__23_6f270947ab209c3286c5cc518b4a6ead.jpg
"""Close to half of the children"" in California are ""at or near poverty,"" when you consider cost-of-living.",TRUE,Pg 12__24_bc0414a8b76bdb9e05e627e57754a735.jpg
"""For only the second time since 2000, there are more job openings than Americans who are unemployed.""",TRUE,Pg 12__29_a7b45ba516faca9d3457e97c9dbba042.jpg
"""This year West Virginia produced more AmeriCorps members than any other state.""",TRUE,Pg 12__30_d8ea7fad42f556afbc0588ae30661baf.jpg
"Says Beto O’Rourke ""has a criminal record that includes DWI and burglary arrests.""",TRUE,Pg 13__4_feeb8e9e7060a3ae2c57649309e40126.JPG
"""Apple and Amazon already operate in many states that require levels of voter ID.""",TRUE,Pg 13__5_efcb52592ba1644ad56b44b502c49d26.jpg
"Says Leah Vukmir ""claimed the open records law didn't apply to her, got sued, lost and cost taxpayers $15,000 in legal fees.""",TRUE,Pg 13__7_fd7748e541f3ea7ba1a7a124b8799e0f.JPG
"""In December of 2017, the Prince William board of supervisors had a meeting ... (Corey Stewart) skipped that meeting to go campaign in Alabama for Roy Moore to be a U.S. senator … You haven't disavowed Roy Moore's name yet.""",TRUE,Pg 13__11_c889c8e0cf23c4ca06da459619bcab59.jpg
"""Let’s talk about the facts and where we are today. There are still nearly 2,600 children who are separated from their parents"" due to the Trump administration’s zero-tolerance policy.",TRUE,Pg 13__12_49487003a02dce24d4031c671360feef.jpg
"""The Railroad Commission of Texas has nothing to do with railroads.""",TRUE,Pg 13__13_fc4c8b00cd8eb6458f2df701ba5fdef9.jpg
"""The three wealthiest people"" own ""more wealth than the bottom half of the American people.""",TRUE,Pg 13__14_4d6ba0c00dafc8a8a5e60b8d7ac1cfea.jpg
"""There isn't a system"" for reuniting families separated under Trump’s zero tolerance border policy.",TRUE,Pg 13__16_cdbbc4340e209a2b23878a10edc1364e.jpg
"""Migrant mother and ‘crying girl’ on Time cover never separated.""",TRUE,Pg 13__17_6cf426aab3ee693a08ea485dea57109d.jpg
"""Since taking office, we have enacted more than $8 billion in cumulative tax relief.""",TRUE,Pg 13__18_a753cc4edd2899974c3152196f33e1b3.jpg
"""Under Emanuel, CPS has become the most understaffed school district in Illinois.""",TRUE,Pg 13__19_8185ff5b66958e659f4f1900f291fe08.jpg
"""When you tally up their representation in Congress and governorships, the Democrats almost have their lowest representation in about 100 years.""",TRUE,Pg 13__20_cb73d98ea82dd742a895931b6f199f5d.jpg
"Says most of Austin’s biggest parks have recycling though as ""many as 293 out of 300"" Austin city ""parks have no recycling, including almost every neighborhood park.""",TRUE,Pg 13__21_17f568d59da62b159b4f39bc137d7413.jpg
"""Ohio's (payday lending) laws are now the worst in the nation. Things have gotten so bad that it is legal to charge 594 percent interest on loans.""",TRUE,Pg 13__22_704e7bb8203b9f0c238cdb553f1db7bc.jpg
"Says ""our indicted Attorney General Ken Paxton is back to being the only statewide official in the country under indictment.""",TRUE,Pg 13__23_83ddb591b95b407ea249b94860adb383.jpg
"""Senator Cryin’ Chuck Schumer fought hard against the Bad Iran Deal, even going at it with President Obama, & then Voted AGAINST it! Now he says I should not have terminated the deal""",TRUE,Pg 13__27_29cd2daddfbc5a18709cc4b854c00b3a.jpg
"Says Mitt Romney is using ""a million of his presidential campaign dollars to finance his Utah Senate race.""",TRUE,Pg 13__30_39b2beb84f0a29bba4960e2d8d252eb9.jpg
"After the minimum wage for tipped workers was raised in Maine, the state ""reversed that decision due to restaurant employees organizing en masse against the measure.""",TRUE,Pg 14__1_c6b60514b9ee2bc7ed97516f9f161306.jpg
"""Black and Latino people in NYC are arrested at TEN times the rate of white people for virtually the same rate of marijuana usage.""",TRUE,Pg 14__2_6bdff4ae0be8db54e26373a5b57079fd.jpg
"""A majority of Americans now live in states where they have decided to legalize cannabis,"" including recreational and medical marijuana.",TRUE,Pg 14__3_6218a71a16440bddf10b4f288f1f6069.jpg
"""Here are the facts: there is no massive wave of migrants pouring into California. Overall immigrant apprehensions on the border last year were as low as they’ve been in nearly 50 years (and 85 percent of the apprehensions occurred outside of California).""",TRUE,Pg 14__4_3eedd0f47da335fae05bcc7fbf18e97e.jpg
"New York has ""among the highest tax burdens of any state in the nation""",TRUE,Pg 14__5_e0e730c802b0e6e9be64b4851360faf1.jpg
"West Virginia ""has the highest overdose death rate in the nation.""",TRUE,Pg 14__6_94f2e92d5660c3303c5a7f1a5eb359dc.jpg
"""In one day of fundraising I received more small donor (contributions) than Andrew Cuomo received in seven years.""",TRUE,Pg 14__7_e57f2aff5732c97c5a8a6ea990ebe8aa.jpg
"""California is 49th out of 50 in the United States in per capita housing units. Only Utah can lay claim to being lowest in per capita production.""",TRUE,Pg 14__8_34cf471ad2678e9384691ae54f8d94ce.jpg
"""Half of the American women who are murdered are killed by their intimate partners.""",TRUE,Pg 14__9_9b55f115588f0f439b62fc654c913766.jpg
"Says ""PTA meetings are now being conducted to help parents tell their kids"" that if a guy with an AR-15 walks into their classroom, ""you are supposed to create as much chaos as you possibly can. They want you to scream and yell and dance around and throw books and just keep moving.""",TRUE,Pg 14__10_2db24b1506aca25258705ab9e3e33a87.jpg
Says China and Singapore impose the death penalty on drug dealers.,TRUE,Pg 14__11_b34e929edf5030bc3900f09fa36168a5.jpg
"""Since 1990, production of metals in the U.S. has held roughly constant, but the number of people employed in the industry has fallen steadily.""",TRUE,Pg 14__13_af8bdf3217c3a6dc73ff718d84504ce3.jpg
"""We are last in the nation in startups — 50th.""",TRUE,Pg 14__14_03ba085e5a0b07a869580ae835982d68.JPG
Says Texas ranks among the nation’s top five states for its high school graduation rate.,TRUE,Pg 14__16_e16286b5180ff3aebe752300b51c7a24.jpg
"""Under N.Y. State ‘Assault Weapon’ ban 1 simple cosmetic change pictured here is difference between legal & banned""",TRUE,Pg 14__18_3330c29665d4fc3bf2ce68eaae276965.jpg
"""The impending work stoppage is unlawful.""",TRUE,Pg 14__20_e3fdb1c58b328784ba19418daae6eb5c.jpg
"About New York state: ""We have the highest debt per capita.""",TRUE,Pg 14__21_045a9bb15b1a2aa5780070454b74935f.JPG
"Says that as a judge, she has ""presided over more than 10,000 cases.""",TRUE,Pg 14__22_a56e86c8332eddf8e21f8c12562e8a2d.JPG
"""The past president (Barack Obama) brought Al Sharpton into the White House something like 80 times.""",TRUE,Pg 14__24_22f52155e8e5ef66a85b3453ba1c68b7.JPG
"""There was no requirement to put in affordable housing.""",TRUE,Pg 14__25_077f6d29e34dba9c8ab6d8918a47f4dd.jpg
"""Rep. Paul Gosar asks Capitol Police to arrest illegal immigrants attending State of the Union.""",TRUE,Pg 14__26_c4094edf34ced09c4dee2de472cb3b25.jpg
"""New York consistently ranks as one of the worst voting turnout states in the nation.""",TRUE,Pg 14__27_40095c8e953497d7a6ab44564b100077.jpg
"""New York has the third lowest rate of gun-caused death in America.""",TRUE,Pg 14__28_17bf85007cdd1cd28e09302f1d24439f.jpg
"""70 percent of the income tax that the state collects happens to come from Westchester, Nassau, Suffolk and New York City""",TRUE,Pg 14__29_894393231b908e700162a239189f764e.jpg
"""Small business confidence is at an all-time high.""",TRUE,Pg 14__30_01a4215cbd5a63597eb23b11116b136a.jpg
"California’s prisons budget in 1970 ""was about 3 percent of the general fund. Now, it’s 8.9 percent, about $12 billion.""",TRUE,Pg 15__2_1a34d2fc9450992b6202988ae72b584b.jpg
"Reauthorizing the Children’s Health Insurance Program ""for six years saves $1 billion"" and doing it for 10 years saves $6 billion.",TRUE,Pg 15__3_f4dd2f5c359f187fcc8b24cfd5121831.jpg
"""When we say ‘one vote matters,’ it’s not just a saying – it has proven true 141 times in #Ohio over the last five years.""",TRUE,Pg 15__4_b1882a58ccfb1b1404fe6e0f8b898035.jpg
"""The graduation rate in New York City has increased by 50 percent in 13 years""",TRUE,Pg 15__6_4b734860940fc45f1a3d2cd80d9f245d.jpg
These guys are now pretty much living up to the @BruceRauner standard. And falling dismally short of the @MittRomney standard. Even Romney released his full tax returns.,TRUE,Pg 15__9_1bf8bedaeaf955179a1bf4ade840b154.jpg
"""Wisconsin's driver licenses and identification (ID) cards are currently the most secure in the nation.""",TRUE,Pg 15__10_cd0ff1980d3f79f0a59f207120163a5c.jpg
"""The No. 1 job vacancy in Florida every month for seven years has been nursing.""",TRUE,Pg 15__12_3286c3d8b9c4424c91328d6f873c661b.jpg
"""We are spending more on affordable housing than we're spending on Dix Park right now.""",TRUE,Pg 15__15_f216e733f97d0c71d1fc6a61cb677d9a.JPG
"Says county parties representing more than half the state’s Republican voters approved resolutions ""demanding changes"" in Texas House leadership.",TRUE,Pg 15__16_e4284a6df2b27ef0dd6f34301fa60f3a.jpg
"""Ninety percent of people born in the 1940s ended up doing better financially than their parents. But those born in the 1980s, the much-maligned Millennials, have only a 50-50 chance of doing better (financially) than their parents, despite being the best-educated generation in our history.""",TRUE,Pg 15__17_38c4e68463ae4f5629ade4b7a2db8fe0.jpg
"What Republicans call the ""death tax"" is the estate tax ""on the ultra wealthy"" which, in 2016, was paid by only ""two out of every 1,000 people.""",TRUE,Pg 15__18_57f26dbe841e3c07ffb39eeed90bfd6c.JPG
"""One in 10 babies born in this country is born in Texas.""",TRUE,Pg 15__20_1c551c376acb35b2f981a1b428b95763.jpg
"90 percent of Americans ""support universal background checks"" for gun purchases.",TRUE,Pg 15__22_43a2e6065f7e43c75fdb61bc6ba71f49.jpg
"Some states hit hardest by opioid deaths ""have more opioid prescriptions than residents.""",TRUE,Pg 15__23_beed634fe36967ce8cba58bd2d3a919f.jpg
"""Ronald Reagan was a verified Democrat until his mid-50s.""",TRUE,Pg 15__26_8fdf9b42c07120c27160cd9405272b65.JPG
"""Seventy-six percent of the American people support us passing the DREAM Act … with citizenship and legalization as part of it all. … More than 60 percent of Republicans support that.""",TRUE,Pg 15__27_0a895f4360d1049ab14fcd89cddd88f6.jpg
"""Nearly 2/3 of rural Missourians don’t have access to broadband. That needs to change.""",TRUE,Pg 15__28_176bb1915a442add2bc3ceccae93a27f.JPG
"Rescinding the Deferred Action for Childhood Arrivals program ""will harm our economy.""",TRUE,Pg 15__30_84c3f4f96e322d70587eccc9004fda6d.jpg
"""I'm the only candidate who has not accepted money from Carl Paladino nor LPCiminelli; two of the biggest developers in the city of Buffalo.""",TRUE,Pg 16__2_6ce607908478e0b72846cabc574b8f3a.jpg
"""It costs us about $33,000 a year (on average nationally) to lock somebody up. In California it costs about $75,000 a year.""",TRUE,Pg 16__3_bf06e79414ed629b37744787029cc03a.jpg
"Says his time away from Washington coincides with a ""long planned renovation"" for the White House.",TRUE,Pg 16__4_c09d1e91c1a3e3f624f2acb25c9b3311.jpg
The new tax will make soda sold in Chicago among the most expensive in the country.,TRUE,Pg 16__5_6b29e27c879b972deb4552230f67584d.jpg
"Says transgender residents make up ""about 1-in-300 people, we're all over the place, we're your friends and your neighbors.""",TRUE,Pg 16__6_0d850ef5513fee7403604e295f445227.jpg
"The Inland Empire is ""the second fastest growing region"" for jobs in California.",TRUE,Pg 16__7_7c1320268d94038d035117464bbe91df.jpg
"""We have been able to cut New York’s uninsured rate in half since 2013 from 10 percent to 5 percent of our population.""",TRUE,Pg 16__8_97354c9289273f674f266aaec20d4481.jpg
"""We now have about one-third of New York’s population on Medicaid.""",TRUE,Pg 16__9_6f08c58e2aa737747f385c53ecc18a9d.jpg
"""One"" Texas school ""district alone -- Austin ISD -- is expected to lose more than $530 million in local property taxes to Robin Hood this year.""",TRUE,Pg 16__11_f66c473ae970dfac4670241a4ab7757b.jpg
"Tax cuts approved and those proposed in his state budget ""will exceed $8 billion by the time the budget is done.""",TRUE,Pg 16__13_30d6744a3190b04e0cb731c8a6dd3192.JPG
"""Seven years later, (Scott Walker) has not hit his first campaign promise of creating 250,000 jobs.""",TRUE,Pg 16__15_8bb885224f483f6a93ed53da77c9b67a.JPG
"Says each of the past three years ""has been the hottest on record.""",TRUE,Pg 16__18_dabbe4a9a3a6f759c4db0e63f69473cb.jpg
"Says the Senate Intelligence Committee has held 10 public hearings this year, ""more than double that held by the committee in any recent year.""",TRUE,Pg 16__19_050159edf83620a05bccf28845b43f64.jpg
"""How many federal rulings have NOW found intentional discrimination by #Txlege since 2011? 6.""",TRUE,Pg 16__20_24720eaca3c4d7222f72c2a6d8392d4a.JPG
"For 22 percent of N.H. Meals on Wheels recipients, the delivery driver is ""the only human contact in their life from week to week.""",TRUE,Pg 16__21_7cec61631d43af5c8fe40b13ac6ea8e6.jpg
"""The waiting list for Pre-K is over in the House budget.""",TRUE,Pg 16__22_3914be4ae5ecf942e87ba87a20c7a950.jpg
"""Texas leads the country in animal deaths by sodium cyanide M-44s.""",TRUE,Pg 16__23_7426aefb4d941dd4a77bec554c82408f.jpg
